,DienTich,DiaChi,City,District,MucGia,MatTien,DuongVao,PhapLy,Lat,Long,Ward
6577,1244.0,"Đường Ấp 3, Xã Long An, Cần Giuộc, Long An",80,807,3607600000.0,36.0,4.0,1,10.5491947,106.6114474,28198
6578,120.0,"Đường Trương Văn Bang, Xã Tân Tập, Cần Giuộc, Long An",80,807,450000000.0,,,1,10.599266955282575,106.66970101184954,28207
6579,250.0,"Đường Lê Đại Hành, Phường Khuê Trung, Cẩm Lệ, Đà Nẵng",48,495,16000000000.0,10.0,30.0,1,16.0209622825281,108.198059717938,20260
6580,160.0,"Đường Phan Tôn, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",48,494,33000000000.0,8.0,7.5,1,16.0524914,108.2453694,20284
6581,100.0,"Đường Trần Bạch Đằng, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",48,493,15000000000.0,5.0,10.5,1,16.0572756,108.2453386,20275
6582,324.0,"Đường An Thượng, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",48,494,,18.0,5.5,1,16.0476897,108.2466488,20284
6583,90.0,"Đường An Thượng, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",48,494,7000000000.0,5.0,5.5,1,16.0476897,108.2466488,20284
6584,85.0,"Đường Nguyễn Nho Túy, Phường Vĩnh Điện, Điện Bàn, Quảng Nam",49,507,1550000000.0,5.0,5.5,1,15.88393271739246,108.25254849684369,20551
6585,64.5,"Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh",79,763,3600000000.0,,10.0,1,10.8074844,106.7983557,26866
6586,200.0,"Đường An Thượng 21, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",48,494,12800000000.0,10.0,7.5,1,16.0525106,108.2393159,20284
6587,51.0,"808, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",79,762,4250000000.0,4.5,5.0,1,10.8456757,106.7181539,26809
6588,90.0,"Đường 22, Phường Cự Khối, Long Biên, Hà Nội",1,4,12200000000.0,5.0,13.0,1,20.9707073,105.8787071,154
6589,89.4,"Đường Võ Dõng, Xã Vĩnh Trung, Nha Trang, Khánh Hòa",56,568,1160000000.0,,3.5,1,12.2573105,109.1318765,22396
6590,70.0,"Đường Cổ Linh, Phường Thạch Bàn, Long Biên, Hà Nội",1,4,17700000000.0,7.0,5.0,1,21.0242557,105.9024498,148
6591,80.0,"Đường Tư Đình, Phường Long Biên, Long Biên, Hà Nội",1,4,10300000000.0,5.0,4.0,1,21.028876,105.8840985,145
6592,2300.0,"Đường Tam Thôn Hiệp, Xã Tam Thôn Hiệp, Cần Giờ, Hồ Chí Minh",79,787,16500000000.0,,,,10.5830361,106.888644,27670
6593,358.0,"Xã Tiến Xuân, Thạch Thất, Hà Nội",1,276,3580000000.0,25.0,8.0,1,20.97433954381223,105.47992414279408,4936
6594,153.8,"Xã Phước Hiệp, Củ Chi, Hồ Chí Minh",79,783,450000000.0,,,1,10.988563220863,106.454085150726,27529
6595,1100.0,"Xã An Thới Đông, Cần Giờ, Hồ Chí Minh",79,787,13200000000.0,,,1,10.5675689609116,106.821835598684,27673
6596,120.0,"Đường Thủ Khoa Huân, Xã Bình Nghị, Gò Công Đông, Tiền Giang",82,824,550000000.0,,,1,10.335507815938758,106.70837258371093,28741
6597,425.0,"Đường Lê Hồng Phong, Phường Đông Hải 1, Hải An, Hải Phòng",31,306,55000000000.0,17.0,15.0,1,20.8414001,106.7120562,11410
6598,6200.0,"Xã Đắk R’Moan, Gia Nghĩa, Đắk Nông",67,660,2000000000.0,,,1,12.023047293696,107.621577543514,24618
6599,684.0,"xóm mái, Xã Liên Sơn, Huyện Lương Sơn, Hòa Bình",17,152,2200000000.0,34.0,6.0,1,20.8304921225737,105.588826383696,4969
6600,120.0,"Đường Thoại Ngọc Hầu, Phường Bình San, Hà Tiên, Kiên Giang",91,900,600000000.0,,,,10.387192346218175,104.48344136305573,30772
6601,310.0,"Đường Ba Sa, Xã Trung Lập Hạ, Củ Chi, Hồ Chí Minh",79,783,3100000000.0,8.0,20.0,1,11.0101299,106.4530666,27520
6602,400.0,"Đường 743B, Phường Tân Đông Hiệp, Dĩ An, Bình Dương",74,724,15000000000.0,10.0,22.0,1,10.909986640487357,106.78322632559075,25948
6603,705.0,"Đường lộ 10 ấp Thạnh Lợi, Xã Thạnh Tân, Tây Ninh, Tây Ninh",72,703,680000000.0,15.0,,1,11.4185872943621,106.143320267148,25471
6604,222.0,"Phường Vĩnh Phú, Thuận An, Bình Dương",74,725,6200000000.0,10.0,12.0,1,,,25990
6605,120.0,"Xã Tân Kiên, Bình Chánh, Hồ Chí Minh",79,785,1250000000.0,,,1,10.718207660748355,106.58147851651371,27616
6606,80.0,"Đường Thụy Lâm, Xã Thụy Lâm, Đông Anh, Hà Nội",1,17,4080000000.0,5.0,9.0,1,21.1713853,105.8936224,460
6607,60.0,"Phường Cát Lái, Thủ Đức, Hồ Chí Minh",79,769,3700000000.0,,,1,10.8646129121408,106.744064314635,27109
6608,120.0,"Đường Tân Hiệp 4, Xã Tân Hiệp, Hóc Môn, Hồ Chí Minh",79,784,800000000.0,,,1,10.9047899,106.5946628,27562
6609,120.0,"Đường Phạm Thị Mai, Phường 1, Cà Mau, Cà Mau",96,964,450000000.0,,,1,9.181462643347583,105.13869063289776,32005
6610,300.0,"Đường Quốc lộ 21A(Quốc lộ 21), Xã Phú Thành, Lạc Thủy, Hòa Bình",17,159,2400000000.0,10.0,,,20.5543089936087,105.714935170007,5398
6611,226.0,"Đường Quang Trung, Phường Hiệp Phú, Quận 9, Hồ Chí Minh",79,763,12500000000.0,6.3,5.0,1,10.8434088,106.7731053,26839
6612,120.0,"Đường Ấp 4, Xã Mỹ Yên, Bến Lức, Long An",80,803,600000000.0,,,1,10.63496,106.5714848,28018
6613,125.0,"Đường Quốc lộ 21A(Quốc lộ 21), Xã Phú Nghĩa, Lạc Thủy, Hòa Bình",17,159,850000000.0,,,,20.5280243526219,105.75036981928,5395
6614,168.0,"Xã Võng La, Đông Anh, Hà Nội",1,17,,10.0,,1,21.108809384744095,105.77101104721262,514
6615,33500.0,"Xã Thanh Cao, Lương Sơn, Hòa Bình",17,152,40200000000.0,,10.0,,,,5047
6616,250.0,"Đường Quốc lộ 14, Xã Tân Thành, Đồng Xoài, Bình Phước",70,689,,,,,11.515182,106.8061478,25207
6617,2757.0,"Xã Trần Phú, Chương Mỹ, Hà Nội",1,277,6341100000.0,,,,20.8487592658209,105.659079061561,10099
6618,120.0,"Đường Lê Đại Hành, Phường Mỹ Phú, Cao Lãnh, Đồng Tháp",87,866,800000000.0,,,1,10.4648218,105.6473405,29888
6619,3076.0,"Thị trấn Ba Hàng Đồi, Lạc Thủy, Hòa Bình",17,159,4921600000.0,60.0,,,20.5943389183505,105.684070496246,4981
6620,1300.0,"Xã Thanh Cao, Lương Sơn, Hòa Bình",17,152,1560000000.0,,,,20.6789727347939,105.666148946495,5047
6621,38000.0,"Thị trấn Xuân Mai, Chương Mỹ, Hà Nội",1,277,,,,,20.897494484107,105.574531433696,10018
6622,50.3,"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",79,761,4290000000.0,4.2,8.0,1,10.8784321,106.6781226,26767
6623,294.0,"Đường Lộc An - Hồ Lồ, Xã Phước Hội, Đất Đỏ, Bà Rịa Vũng Tàu",77,753,3200000000.0,11.0,,1,10.4851872,107.317569,26686
6624,50.0,"Đường Vườn Lài, Phường An Phú Đông, Quận 12, Hồ Chí Minh",79,761,3650000000.0,5.0,12.0,1,10.8490527,106.6929759,26779
6625,10000.0,"Đường Nguyễn Thị Định, Phường An Phú, Quận 2, Hồ Chí Minh",79,769,310000000000.0,20.0,,1,10.7808517,106.7619462,27091
6626,4000.0,"Đường An Dương Vương, Phường 16, Quận 8, Hồ Chí Minh",79,776,140000000000.0,,,1,10.723473,106.6198327,27430
6627,125.0,"Cẩm Xuân, Phường Núi Đối, Kiến Thụy, Hải Phòng",31,314,2500000000.0,5.0,10.0,1,20.7515534939316,106.675414571303,11680
6628,100.0,"Thôn Trà Phương, Xã Thụy Hương, Kiến Thụy, Hải Phòng",31,314,950000000.0,5.0,4.0,1,,,11719
6629,66.0,"Đường Nguyễn Thời Trung, Phường Thạch Bàn, Long Biên, Hà Nội",1,4,10300000000.0,4.4,13.0,1,21.0210843167127,105.91777772435,148
6630,142.0,"Đường Cẩm La, Xã Thanh Sơn, Kiến Thụy, Hải Phòng",31,314,2100000000.0,5.0,9.0,1,20.7446021718564,106.666878067369,11722
6631,105.0,"Thôn Văn Hoà, Đường 407, Xã Hữu Bằng, Kiến Thụy, Hải Phòng",31,314,2350000000.0,10.0,10.0,1,21.0163377,105.7840464,11701
6632,684.0,"Đường Hồ Chí Minh, Xã Liên Sơn, Lương Sơn, Hòa Bình",17,152,2200000000.0,,4.0,1,20.8254377,105.5972706,4969
6633,62.5,"Xã Bình Yên, Thạch Thất, Hà Nội",1,276,970000000.0,6.7,4.0,1,21.0398874377085,105.539647536442,9982
6634,120.0,"Đường Nguyễn Hiền, Phường Hưng Lợi, Ninh Kiều, Cần Thơ",92,916,750000000.0,7.0,7.0,1,10.020274440457,105.753499621149,31147
6635,110.0,"Đường Võ Việt Tân, Phường Nhị Mỹ, Cai Lậy, Tiền Giang",82,817,450000000.0,5.0,8.0,1,10.403523,106.139593,28474
6636,270.0,"449, Đường Lê Văn Việt, Phường Tăng Nhơn Phú A, Thủ Đức, Hồ Chí Minh",79,769,21500000000.0,10.0,20.0,1,10.8646129121408,106.744064314635,26842
6637,195.0,"Thị trấn Quang Minh, Mê Linh, Hà Nội",1,250,,,,1,21.1984421395436,105.773490891418,8989
6638,79.0,"Xã Đoàn Xá, Kiến Thụy, Hải Phòng",31,314,550000000.0,5.4,3.5,2,,,11746
6639,66.0,"Đường Âu Cơ, Phường Tứ Liên, Tây Hồ, Hà Nội",1,3,7900000000.0,4.0,2.0,1,21.0628371,105.8321466,97
6640,110.0,"Đường Lái Thiêu 22, Phường Lái Thiêu, Thuận An, Bình Dương",74,725,600000000.0,5.0,8.0,1,10.9136077,106.7040159,25966
6641,80.0,"Đường Bùi Tá Hán, Phường An Phú, Quận 2, Hồ Chí Minh",79,769,15000000000.0,,18.0,1,10.7942794,106.7448198,27091
6642,120.0,"Đường Thới Tam Thôn 18, Xã Thới Tam Thôn, Hóc Môn, Hồ Chí Minh",79,784,750000000.0,7.0,7.0,1,10.8836058,106.6085855,27574
6643,1000.0,"Đường 715, Xã Hàm Đức, Hàm Thuận Bắc, Bình Thuận",60,597,720000000.0,27.0,6.0,1,11.0371384,108.165245,23092
6644,345.0,"Đường Điện Biên Phủ, Thị trấn Nam Ban, Lâm Hà, Lâm Đồng",68,676,823000000.0,,6.0,1,11.8391464,108.3395827,24868
6645,100.0,"Đường 7B, Phường An Phú, Quận 2, Hồ Chí Minh",79,769,17500000000.0,5.0,,1,10.798407,106.7380724,27091
6646,110.0,"Đường Trần Hưng Đạo, Phường Lê Bình, Cái Răng, Cần Thơ",92,919,450000000.0,5.0,8.0,1,10.0020645,105.7521328,31186
6647,120.0,"Đường Phạm Thị Ngư, Xã Phong Nẫm, Phan Thiết, Bình Thuận",60,593,750000000.0,6.0,6.0,1,10.9450419801186,108.088867030447,22960
6648,200.0,"Phường An Phú, Quận 2, Hồ Chí Minh",79,769,34400000000.0,,,1,10.7988094162653,106.756847701659,27091
6649,160.0,"Đường Bùi Tá Hán, Phường An Phú, Quận 2, Hồ Chí Minh",79,769,27300000000.0,10.0,,1,10.7942794,106.7448198,27091
6650,142.0,"Đường Liên Xã, Xã Hoàng Động, Thủy Nguyên, Hải Phòng",31,311,2485000000.0,5.7,12.0,1,20.8936630736425,106.634647876053,11566
6651,165.0,"Đường 55, Thị trấn Đất Đỏ, Đất Đỏ, Bà Rịa Vũng Tàu",77,753,986000000.0,5.0,6.0,1,10.4913332,107.2725576,26680
6652,120.0,"Đường Hàm Nghi, Phường 5, Bạc Liêu, Bạc Liêu",95,954,750000000.0,6.0,6.0,1,9.27613026800524,105.731035190985,31819
6653,1000.0,"Đường DH507, Xã Tiến Hưng, Đồng Xoài, Bình Phước",70,689,554000000.0,32.0,12.0,1,11.4858665536363,106.812680481262,25213
6654,67.0,"Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",79,777,4600000000.0,5.5,12.0,1,10.805761795863528,106.60510311700297,27436
6655,120.0,"Đường Mạc Đĩnh Chi, Phường 4, Sóc Trăng, Sóc Trăng",94,941,750000000.0,6.0,6.0,1,9.5959932,105.994108,31516
6656,108.2,"Đường Tỉnh lộ 523, Xã Thành Mỹ, Thạch Thành, Thanh Hóa.",38,391,135000000.0,,,1,20.2755081116862,105.563720085586,15223
6657,140.0,"Đường Tỉnh lộ 523, Xã Thành Mỹ, Thạch Thành, Thanh Hóa.",38,391,200000000.0,,,1,20.2755081116862,105.563720085586,15223
6658,100.0,"Đường Trần Thị Hè, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",79,761,4630000000.0,8.0,8.0,1,10.8804657,106.6304854,26770
6659,120.0,"Phường An Hòa, Rạch Giá, Kiên Giang",91,899,1250000000.0,,,1,9.969803232781503,105.1033749599772,30748
6660,181.0,"Đường Cây Trắc, Xã Phú Hòa Đông, Củ Chi, Hồ Chí Minh",79,783,860000000.0,,,1,11.0307697,106.5600839,27517
6661,329.5,"Xã An Tịnh, Trảng Bàng, Tây Ninh",72,712,480000000.0,,,1,11.0299377662772,106.381907989645,25732
6662,81.0,"Đường Dương Thị Giang, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",79,761,6800000000.0,4.5,10.0,1,10.826246,106.6206753,26791
6663,43.0,"Đường Đại lộ Thăng Long, Xã Vân Côn, Hoài Đức, Hà Nội",1,274,,4.3,2.6,1,21.0041479,105.6781472,9883
6664,1000.0,"Đường Hoàng Hữu Nam, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",79,763,166000000000.0,,,1,10.8595478,106.8135202,26833
6665,80.0,"Đường Tây Thăng Long, Phường Tây Tựu, Bắc Từ Liêm, Hà Nội",1,21,5900000000.0,5.0,,,21.0723472076942,105.73441215943,607
6666,1459.0,"Đường Thạnh Xuân 25, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",79,761,38500000000.0,62.27,10.0,1,10.8800021,106.6655481,26764
6667,720.0,"Đường Hoàng Hữu Nam, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",79,763,110000000000.0,,,1,10.8595478,106.8135202,26833
6668,1530.0,"Đường Âu Cơ, Phường Tân Thành, Tân Phú, Hồ Chí Minh",79,767,79000000000.0,,,1,10.784533,106.642192,27022
6669,120.0,"Đường Hồ Biểu Chánh, Xã Long Hưng, Gò Công, Tiền Giang",82,816,450000000.0,,,1,10.376018846923541,106.67579456509017,28309
6670,100.0,"Dự án KQH Bàu Vá, Huế, Thừa Thiên Huế",46,474,3150000000.0,5.0,12.0,1,16.436492919921875,107.56965637207031,
6671,329.0,"Thị trấn Diên Khánh, Diên Khánh, Khánh Hòa",56,574,,5.4,,1,12.2599234679196,109.099139445484,22651
6672,206.0,"Xã Yên Bài, Ba Vì, Hà Nội",1,271,1600000000.0,10.0,8.0,,21.05177000161194,105.4446070168678,9709
6673,117.0,"Đường Trương Thị Kiện, Xã Thái Mỹ, Củ Chi, Hồ Chí Minh",79,783,1170000000.0,5.0,20.0,1,10.990917,106.409935,27538
6674,55.0,"Đường Khuyến Lương, Phường Trần Phú, Hoàng Mai, Hà Nội",1,8,3000000000.0,,,1,20.9714273,105.8843225,334
6675,100.0,"Tổ 8, Thị trấn Quang Minh, Mê Linh, Hà Nội",1,250,4400000000.0,5.3,5.0,1,21.1891191848336,105.773061737976,8989
6676,287.0,"Đường Điện Biên Phủ, Phường Đa Kao, Quận 1, Hồ Chí Minh",79,760,115000000000.0,,,1,10.7889925,106.6962119,26737
6677,120.0,"Phường An Phú Đông, Quận 12, Hồ Chí Minh",79,761,900000000.0,,,1,10.850282517654158,106.69527669310573,26779
6678,72.0,"Dự án KĐT Mễ Trì Hạ, Nam Từ Liêm, Hà Nội",1,19,16000000000.0,4.6,6.0,1,21.01499366760254,105.78269958496094,
6679,239.0,"Đường Tô Vĩnh Diện, Phường Đông Hòa, Dĩ An, Bình Dương",74,724,5350000000.0,7.5,4.0,1,10.8867915,106.7834777,25957
6680,275.8,"Đường Tỉnh Lộ 2, Xã Diên Lạc, Diên Khánh, Khánh Hòa",56,574,,15.1,4.0,1,12.2592934,109.0697219,22678
6681,336.0,"Xã Diên Toàn, Diên Khánh, Khánh Hòa",56,574,,6.5,7.0,1,12.229535510973,109.108496185121,22690
6682,9711.0,"Xã Suối Tiên, Diên Khánh, Khánh Hòa",56,574,,,,,12.1959035070164,109.029341985675,22705
6683,250.0,"Đường 14, Xã Tân Thành, Đồng Xoài, Bình Phước",70,689,600000000.0,15.0,32.0,1,11.515182,106.8061478,25207
6684,2714.0,"Xã Thạnh Bình, Tân Biên, Tây Ninh",72,705,1700000000.0,21.0,8.0,1,11.5465986514185,106.060788078202,25498
6685,19500.0,"Xã Phước Đồng, Nha Trang, Khánh Hòa",56,568,,70.0,8.0,1,12.1835477074397,109.173953193823,22405
6686,4430.0,"Đường Gốc Tre, Xã Lý Nhơn, Cần Giờ, Hồ Chí Minh",79,787,1600000000.0,,,2,10.4935378441917,106.810253164724,27682
6687,300.0,"Thị trấn Cam Đức, Cam Lâm, Khánh Hòa",56,570,2790000000.0,,,,,,22453
6688,52.9,"Xã Đông Dư, Gia Lâm, Hà Nội",1,18,3600000000.0,6.5,,,20.99704244933713,105.91685141277407,574
6689,278.4,"Phường Vĩnh Hòa, Nha Trang, Khánh Hòa",56,568,,12.0,,1,12.2965290640465,109.23134529655,22327
6690,193.0,"Xã Cam Hòa, Cam Lâm, Khánh Hòa",56,570,1254500000.0,,,,12.1009865851862,109.145570114507,22438
6691,2000.0,"Đường Long Phước, Phường Long Phước, Quận 9, Hồ Chí Minh",79,763,20000000000.0,27.0,3.5,1,10.7760166518829,106.862915250293,26857
6692,60.0,"Đường 32, Xã Kim Chung, Hoài Đức, Hà Nội",1,274,,5.0,9.0,1,21.0623667,105.7209301,9853
6693,98.0,"Đường Số 8, Phường Long Phước, Quận 9, Hồ Chí Minh",79,763,5000000000.0,4.0,10.0,1,10.8080424972509,106.861017517899,26857
6694,171.0,"Kiệt 123, Đường Cù Chính Lan, Phường Thanh Lộc Đán, Thanh Khê, Đà Nẵng",48,491,4500000000.0,5.9,4.0,1,16.0655469,108.1831874,
6695,131.5,"Đường Nguyễn Sáng, Phường Mân Thái, Sơn Trà, Đà Nẵng",48,493,10500000000.0,5.0,10.5,1,16.0872497,108.2466179,20269
6696,99.0,"Đường Mai Am, Phường Thanh Bình, Hải Châu, Đà Nẵng",48,492,6850000000.0,7.3,8.5,1,16.0846018,108.2154756,20227
6697,431.9,"Đường Đồng Vỡ, Xã Phú Mãn, Quốc Oai, Hà Nội",1,275,3196060000.0,22.0,15.0,1,20.9364411,105.523556,9940
6698,1017.0,"Đường Phú Mãn, Xã Phú Mãn, Quốc Oai, Hà Nội",1,275,8034300000.0,20.0,7.0,1,20.9427091,105.5210607,9940
6699,469.0,"Xã Phú Mãn, Quốc Oai, Hà Nội",1,275,4221000000.0,25.0,7.0,1,20.9527866025118,105.528810065523,9940
6700,2600.0,"Đường Long Phước, Phường Long Phước, Quận 9, Hồ Chí Minh",79,763,85000000000.0,100.0,9.0,1,10.8347061721749,106.853345128528,26857
6701,76.8,"Đường Quang Minh, Thị trấn Quang Minh, Mê Linh, Hà Nội",1,250,2230000000.0,,4.5,1,21.2011379,105.7733711,8989
6702,1517.0,"Đường Trường Khánh, Phường Long Phước, Quận 9, Hồ Chí Minh",79,763,9800000000.0,20.0,2.5,1,10.7841079884009,106.855222028172,26857
6703,3424.0,"Đường Số 8, Phường Long Phước, Quận 9, Hồ Chí Minh",79,763,27392000000.0,27.0,4.0,1,10.8078449,106.8642013,26857
6704,540.0,"Đường Long Phước, Phường Long Phước, Quận 9, Hồ Chí Minh.",79,763,8500000000.0,19.25,4.0,1,10.8168115656931,106.85926978478,26857
6705,482.0,"Đường Quốc lộ 1A, Xã Cam Thành Bắc, Cam Lâm, Khánh Hòa",56,570,4000600000.0000005,,,,12.049550934883,109.162415673975,22462
6706,345.0,"Xã Hoài Hải, Hoài Nhơn, Bình Định",52,543,3500000000.0,,,1,14.463202035559513,109.10808658760149,21676
6707,326.0,"Đường Dương Bạch Mai, Xã Long Điền, Long Điền, Bà Rịa Vũng Tàu",77,752,3500000000.0,8.5,32.0,1,10.4887758067936,107.224216104785,26659
6708,120.0,"Đường Số 2, Thị trấn Bến Lức, Bến Lức, Long An",80,803,5600000000.0,,32.0,,10.6320966,106.4969432,27991
6709,84.0,"Thị trấn Trạm Trôi, Hoài Đức, Hà Nội",1,274,,5.0,10.0,1,21.0672067382171,105.708888626452,9832
6710,140.9,"Đường Quốc lộ 32, Thị trấn Trạm Trôi, Hoài Đức, Hà Nội",1,274,,10.18,12.0,1,21.0686006,105.7102039,9832
6711,84.0,"Đường Quốc lộ 32, Thị trấn Trạm Trôi, Hoài Đức, Hà Nội",1,274,,6.0,,1,21.0686006,105.7102039,9832
6712,32000.0,"Đường 719B, Xã Tiến Thành, Phan Thiết, Bình Thuận",60,593,28800000000.0,,,,10.8385772,108.0389013,22966
6713,547.0,"Đường Xuân Thủy, Phường Mũi Né, Phan Thiết, Bình Thuận",60,593,12500000000.0,17.0,,,10.9729549,108.3382925,22915
6714,1084.0,"Đường Tỉnh lộ 414, Xã Tòng Bạt, Ba Vì, Hà Nội",1,271,2300000000.0,,,1,21.189070892262706,105.32797521312477,9670
6715,275.5,"Đường Nguyễn Chí Thanh, Phường Bình Nhâm, Thuận An, Bình Dương",74,725,4200000000.0,6.0,5.0,1,10.9284292,106.6975529,25984
6716,51.5,"Đường 32, Xã Ngọc Tảo, Phúc Thọ, Hà Nội",1,272,1400000000.0,4.8,4.0,1,21.0872389,105.6020916,9766
6717,87.0,"Đường 131, Xã Quang Tiến, Sóc Sơn, Hà Nội",1,16,1950000000.0,4.53,3.5,1,21.239543924654193,105.81123358099245,409
6718,416.0,"Đường 671, Phường Tân Phú, Quận 9, Hồ Chí Minh",79,763,24000000000.0,14.5,8.0,1,10.8506709293413,106.811890562671,26836
6719,110.0,"Đường D2, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",79,763,10500000000.0,5.0,20.0,1,10.8509362,106.7961498,26842
6720,45.0,"Phường Thạch Bàn, Long Biên, Hà Nội",1,4,4350000000.0,5.0,,1,21.0210843167127,105.91777772435,148
6721,60.8,"Đường Nguyễn Văn Cừ, Phường 11, Quận 5, Hồ Chí Minh",79,774,2800000000.0,,,1,10.75295438160397,106.67181788491894,27328
6722,48.0,"Đường Thụy Lâm, Xã Thụy Lâm, Đông Anh, Hà Nội",1,17,2260000000.0,,8.0,1,21.1713853,105.8936224,460
6723,680.0,"Đường Quốc lộ 80, Xã Bình Sơn, Hòn Đất, Kiên Giang",91,903,1500000000.0,10.0,12.0,1,10.2419102,104.8441586,30823
6724,100.0,"Đường Nam Hải, Phường Nam Hải, Hải An, Hải Phòng",31,306,3400000000.0,5.0,10.0,,20.8315060950815,106.731586537626,11419
6725,89.0,"Đường 6, Phường Linh Trung, Thủ Đức, Hồ Chí Minh",79,762,5900000000.0,4.5,5.0,1,10.8518418,106.7686587,26800
6726,531.0,"Phường Thảo Điền, Quận 2, Hồ Chí Minh",79,769,127000000000.0,22.0,6.4,1,,,27088
6727,400.0,"Đường Thiếu Niên 3, Xã Trừ Văn Thố, Bàu Bàng, Bình Dương",74,719,700000000.0,10.0,10.0,1,11.3569158,106.6114474,25816
6728,32.0,"Phường Thượng Thanh, Long Biên, Hà Nội",1,4,2950000000.0,4.0,2.0,,21.065958696788115,105.88825216791935,115
6729,85.0,"Đường Đặng Vũ Hỷ, Phường Thượng Thanh, Long Biên, Hà Nội",1,4,11900000000.0,,,1,21.0729775,105.8984875,115
6730,1013.7,"Đường Hà Quang Vóc, Xã Bình Khánh, Cần Giờ, Hồ Chí Minh",79,787,13600000000.0,19.0,4.0,1,10.6227545,106.786475,27667
6731,1428.0,"Đường 743B, Phường Tân Đông Hiệp, Dĩ An, Bình Dương",74,724,70000000000.0,13.0,22.0,1,10.908446665721414,106.78690073846455,25948
6732,1160.0,"Đường Bình Hòa, Xã Phước Đồng, Nha Trang, Khánh Hòa",56,568,13920000000.0,20.0,20.0,,12.1776227412964,109.1837313794678,22405
6733,91.0,"Đường Giang Điền, Xã Giang Điền, Trảng Bom, Đồng Nai",75,737,1000000000.0,45.0,45.0,1,10.912027,106.9860384,26293
6734,230.0,"Xã Phú Cát, Quốc Oai, Hà Nội",1,275,4370000000.0,5.54,6.0,1,20.9743970240451,105.552761816486,9922
6735,30.3,"Phường Yên Nghĩa, Hà Đông, Hà Nội",1,268,1650000000.0,,,1,20.9477794398654,105.732316508555,9562
6736,60.0,"Đường Áp Phan, Xã Phú Cát, Quốc Oai, Hà Nội",1,275,,5.66,5.0,1,20.9716211,105.5532993,9922
6737,100.0,"Đường Quốc lộ 47, Xã Đông Ninh, Đông Sơn, Thanh Hóa",38,405,720000000.0,5.0,7.5,,19.807106876931,105.667921765684,16384
6738,125.0,"Đường Quốc lộ 47, Xã Đông Khê, Đông Sơn, Thanh Hóa.",38,405,950000000.0,5.0,7.5,1,19.8266138538641,105.679875457379,16408
6739,2156.0,"Đường Phú Mãn, Xã Phú Cát, Quốc Oai, Hà Nội",1,275,,,8.0,1,20.9427091,105.5210607,9922
6740,128.0,"Đường 21, Xã Nam Phương Tiến, Chương Mỹ, Hà Nội",1,277,1250000000.0,4.8,7.0,1,20.8807019,105.6265908,10069
6741,124.0,"Đường Nguyễn Thông, Xã Hiệp Thạnh, Châu Thành, Long An",80,808,450000000.0,5.0,3.0,1,10.4690770990649,106.461977219393,28228
6742,100.0,"Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh",79,763,3900000000.0,5.0,12.0,4,10.8074844,106.7983557,26866
6743,87.0,"Đường Long Thuận, Phường Long Trường, Quận 9, Hồ Chí Minh",79,763,3770000000.0,6.5,12.0,1,10.8113515,106.8489431,26860
6744,99.0,"Xã Minh Trí, Sóc Sơn, Hà Nội",1,16,,,,1,21.2917229475492,105.761918070172,382
6745,196.0,"Thôn Lập Trí, Xã Minh Trí, Sóc Sơn, Hà Nội",1,16,,8.0,4.0,1,21.2817260823958,105.74741268382,382
6746,72.0,"Xã Minh Trí, Sóc Sơn, Hà Nội",1,16,799000000.0,6.93,4.0,1,21.2917229475492,105.761918070172,382
6747,65.6,"Đường Nguyễn Dữ, Phường Vĩnh Hòa, Nha Trang, Khánh Hòa",56,568,3000000000.0,4.0,5.0,1,12.2984364,109.2144076,22327
6748,55.0,"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",79,761,4700000000.0,,,,10.8784321,106.6781226,26767
6749,50.0,"Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội",1,268,6950000000.0,4.0,12.0,1,20.9681471,105.7549524,9886
6750,176.0,"Đường Quốc Lộ 55, Thị trấn Đất Đỏ, Đất Đỏ, Bà Rịa Vũng Tàu",77,753,934000000.0,,,1,10.490067260250024,107.27058349416501,26680
6751,61.1,"Đường Âu Cơ, Phường Nhật Tân, Tây Hồ, Hà Nội",1,3,25000000000.0,,,,21.0741939,105.8241243,94
6752,58.0,"Xã Song Phương, Huyện Hoài Đức, Hà Nội",1,274,2500000000.0,,,1,21.0139135811257,105.691433836744,9874
