,DienTich,DiaChi,City,District,MucGia,SoPhongNgu,SoToilet,NoiThat,Lat,Long,HuongNha,HuongBanCong,PhapLy,Ward
2083,69.96,"Dự án Vĩnh Điềm Trung, Xã Vĩnh Hiệp, Nha Trang, Khánh Hòa",56,568,1150000000.0,2.0,1.0,3,12.256568908691406,109.16729736328125,6,7,1,22399
2084,65.0,"Dự án VP2 Linh Đàm, Đường Nguyễn Duy Trinh, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",1,8,2900000000.0,2.0,,,20.964187622070312,105.83052825927734,,,1,331
2085,71.0,"Dự án Opal Riverside, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",79,762,3350000000.0,2.0,2.0,1,10.824551582336426,106.7260971069336,6,7,2,26812
2086,45.0,"Dự án The Felix Thuận An, Đường Nguyễn Du, Phường Bình Hòa, Thuận An, Bình Dương",74,725,1490000000.0,1.0,1.0,2,10.919034957885742,106.73271942138672,,6,1,25987
2087,67.2,"Dự án Green Bay Garden, Phường Hùng Thắng, Hạ Long, Quảng Ninh",22,193,1700000000.0,2.0,2.0,2,20.957677841186523,107.00080108642578,6,6,1,6679
2088,36.0,"Đường Lê Đức Thọ, Phường 11, Gò Vấp, Hồ Chí Minh",79,764,1200000000.0,2.0,1.0,2,10.8482212,106.6676926,,,2,26899
2089,116.0,"Dự án HH2 Bắc Hà, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội",1,19,4800000000.0,3.0,2.0,2,20.9975166320801,105.795166015625,7,6,1,637
2090,122.0,"Dự án Diamond Flower Tower, Phố Hoàng Đạo Thúy, Phường Nhân Chính, Thanh Xuân, Hà Nội",1,9,7200000000.0,3.0,2.0,2,21.005578994751,105.803749084473,7,6,1,343
2091,103.0,"HH2 Bắc Hà, 15, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội",1,19,4000000000.0,2.0,2.0,2,20.9975166320801,105.795166015625,7,6,1,637
2092,150.0,"Dự án Eco Dream, Xã Tân Triều, Thanh Trì, Hà Nội.",1,20,7600000000.0,2.0,3.0,2,20.983062744140625,105.80908203125,,,1,643
2093,67.0,"Dự án Swan Lake Onsen, Xã Xuân Quan, Văn Giang, Hưng Yên",33,326,3800000000.0,2.0,2.0,2,20.968969345092773,105.92005157470703,7,6,4,12022
2094,75.0,"Dự án Chung cư Sky Oasis, Đường Trúc, Xã Xuân Quan, Văn Giang, Hưng Yên",33,326,2980000000.0,2.0,2.0,3,20.968969345092773,105.92005157470703,6,7,1,12022
2095,68.0,"Dự án Chung cư Sky Oasis, Đường Trúc, Xã Xuân Quan, Văn Giang, Hưng Yên",33,326,2980000000.0,2.0,2.0,2,20.968969345092773,105.92005157470703,7,6,1,12022
2096,68.0,"Dự án Haven Park Residences, Xã Xuân Quan, Văn Giang, Hưng Yên",33,326,2980000000.0,2.0,2.0,0,20.962055206298828,105.93180084228516,,,4,12022
2097,97.0,"Dự án Chung cư Sky Oasis, Đường Trúc, Xã Xuân Quan, Văn Giang, Hưng Yên",33,326,15000000.0,3.0,2.0,2,20.968969345092773,105.92005157470703,7,6,1,12022
2098,68.0,"Dự án Hưng Ngân Garden, Đường Tân Chánh Hiệp 21, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",79,761,1850000000.0,2.0,2.0,,10.858521461486816,106.63079833984375,,,,26776
2099,60.0,"Dự án Marina Tower, Phường Vĩnh Phú, Thuận An, Bình Dương",74,725,1500000000.0,2.0,2.0,,10.8775939941406,106.699775695801,,,,25990
2100,60.0,"Dự án The K Park, Đường Lê Trọng Tấn, Phường Phúc La, Hà Đông, Hà Nội",1,268,3250000000.0,2.0,2.0,2,20.95990562438965,105.79180145263672,8,5,1,9553
2101,69.8,"Dự án TTTM TSQ, Đường Mỗ Lao, Phường Mỗ Lao, Hà Đông, Hà Nội",1,268,3650000000.0,2.0,1.0,2,20.97833,105.78334,,,1,9541
2102,71.0,"Dự án Valencia Garden, Phường Đức Giang, Long Biên, Hà Nội",1,4,2950000000.0,2.0,2.0,2,21.055845260620117,105.91175079345703,,,1,124
2103,50.0,"Dự án ICON 56, Đường Bến Vân Đồn, Phường 12, Quận 4, Hồ Chí Minh.",79,773,3550000000.0,1.0,1.0,,10.7661237716675,106.702751159668,,,1,27256
2104,68.0,"Dự án The Era Town, Đường Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",79,778,2300000000.0,2.0,2.0,3,10.699416160583496,106.7301254272461,8,6,1,27493
2105,72.0,"Dự án Sky Forest Residences , Xã Xuân Quan, Văn Giang, Hưng Yên",33,326,3750000000.0,2.0,2.0,3,20.962055206298828,105.93180084228516,8,5,4,12022
2106,94.7,"Dự án Khu đô thị mới Tân Tây Đô, Huyện Đan Phượng, Hà Nội",1,273,3100000000.0,3.0,2.0,,21.07452,105.700226,,,1,
2107,62.0,"Dự án Dream Home Palace, Đường Trịnh Quang Nghị, Phường 7, Quận 8, Hồ Chí Minh",79,776,1880000000.0,2.0,2.0,3,10.707181930542,106.623657226563,6,7,4,27433
2108,65.0,"Dự án Fusion Suites Da Nang Beach, Đường Hoàng Sa, Phường Mân Thái, Sơn Trà, Đà Nẵng",48,493,,2.0,2.0,2,16.076030731201172,108.24451446533203,1,1,1,20269
2109,63.0,"Dự án Hoàng Huy New City, Xã Tân Dương, Thủy Nguyên, Hải Phòng",31,311,1200000000.0,2.0,2.0,3,20.8775615692139,106.679237365723,2,1,1,11575
2110,77.0,"Dự án Palm Heights, Đường Song Hành, Phường An Phú, Quận 2, Hồ Chí Minh",79,769,4600000000.0,2.0,2.0,2,10.793773651123,106.761528015137,,,4,27091
2111,54.7,"Dự án Masteri Water Front, Đường Quốc Lộ 5B, Xã Đa Tốn, Gia Lâm, Hà Nội",1,18,3780000000.0,2.0,2.0,3,20.9939937591553,105.950202941895,5,8,4,577
2112,105.0,"Dự án Palm Heights, Đường Song Hành, Phường An Phú, Quận 2, Hồ Chí Minh",79,769,5900000000.0,3.0,2.0,,10.793773651123,106.761528015137,,,,27091
2113,105.0,"Dự án The Sang Residence, Đường Phạm Kiệt, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",48,494,,3.0,2.0,2,16.038877487182617,108.24740600585938,,,1,20285
2114,86.1,"Dự án Masteri Water Front, Đường Quốc Lộ 5B, Xã Đa Tốn, Gia Lâm, Hà Nội",1,18,5810000000.0,3.0,2.0,3,20.993993759155273,105.95020294189453,,5,4,577
2115,48.0,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",1,18,2560000000.0,1.0,1.0,0,21.00241470336914,105.964111328125,,,4,571
2116,267.0,"Dự án Mandarin Garden, Đường Hoàng Minh Giám, Phường Trung Hòa, Cầu Giấy, Hà Nội",1,5,,4.0,3.0,2,21.0044841766357,105.798629760742,,,,175
2117,68.5,"D’Lusso, 21, Đường Nguyễn Thị Định, Phường An Phú, Quận 2, Hồ Chí Minh",79,769,3700000000.0,2.0,2.0,3,10.789773,106.75522,,,1,27091
2118,70.0,"Dự án Hà Nội Center Point, Phố Hoàng Đạo Thúy, Phường Nhân Chính, Thanh Xuân, Hà Nội",1,9,4500000000.0,2.0,2.0,2,21.004817962646484,105.80467224121094,7,6,1,343
2119,170.0,"Dự án Lancaster Hà Nội, 20 Đường Núi Trúc, Phường Giảng Võ, Ba Đình, Hà Nội",1,1,,3.0,3.0,,21.0288105010986,105.82356262207,,,,31
2120,76.0,"Dự án Làng Việt Kiều Châu Âu Euroland, Phường Mỗ Lao, Hà Đông, Hà Nội",1,268,3500000000.0,2.0,2.0,2,20.983457565307617,105.78564453125,,,1,9541
2121,72.0,"Dự án Home City - Trung Kính Complex, Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội",1,5,4600000000.0,2.0,2.0,2,21.0160980224609,105.792488098145,5,8,1,172
2122,136.0,"D’. Le Roi Soleil , 59, Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội",1,3,13500000000.0,3.0,2.0,3,21.065832138061523,105.82650756835938,,,,100
2123,74.0,"Dự án Kim Văn Kim Lũ, Đường Nghiêm Xuân Yêm, Phường Đại Kim, Hoàng Mai, Hà Nội.",1,8,3300000000.0,2.0,2.0,,20.973291397094727,105.82000732421875,,,1,316
2124,59.6,"Dự án Masteri Water Front, Đường Quốc Lộ 5B, Xã Đa Tốn, Gia Lâm, Hà Nội",1,18,3260000000.0,2.0,2.0,3,20.993993759155273,105.95020294189453,,8,4,577
2125,130.0,"Dự án Mandarin Garden, Đường Hoàng Minh Giám, Phường Trung Hòa, Cầu Giấy, Hà Nội",1,5,10400000000.0,2.0,2.0,2,21.0044841766357,105.798629760742,,6,,175
2126,67.7,"Dự án Masteri Water Front, Đường Quốc Lộ 5B, Xã Đa Tốn, Gia Lâm, Hà Nội",1,18,4660000000.0,2.0,2.0,3,20.993993759155273,105.95020294189453,,6,4,577
2127,90.0,"Dự án Hà Nội Paragon, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",1,5,5200000000.0,2.0,2.0,2,21.031177520752,105.789398193359,4,3,2,167
2128,138.0,"Dự án Hà Nội Paragon, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",1,5,6600000000.0,3.0,2.0,2,21.031177520752,105.789398193359,4,3,2,167
2129,82.0,"Dự án C14 - Bộ Công An, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội.",1,19,3400000000.0,2.0,2.0,2,20.9908123016357,105.783912658691,5,6,1,637
2130,77.5,"Dự án Mipec Rubik 360, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",1,5,5200000000.0,2.0,2.0,2,21.0371532440186,105.786338806152,7,6,1,167
2131,95.0,"Dự án Eco Green City, Đường Nguyễn Xiển, Xã Tân Triều, Thanh Trì, Hà Nội",1,20,4500000000.0,3.0,2.0,2,20.9842433929443,105.808448791504,8,5,1,643
2132,120.0,"Dự án Hateco Laroma, Đường Huỳnh Thúc Kháng, Phường Láng Thượng, Đống Đa, Hà Nội",1,6,10700000000.0,3.0,2.0,,21.020416,105.80724,,,,187
2133,78.0,"Dự án Roman Plaza, Đường Tố Hữu, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",1,19,4000000000.0,2.0,2.0,2,20.9843406677246,105.776809692383,6,7,1,634
2134,161.0,"The Diamond Residence, 25, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",1,9,12000000000.0,4.0,,,21.005226,105.80506,,,,343
2135,75.0,"Cầu Giấy Center Point, 110, Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",1,5,5000000000.0,2.0,2.0,2,21.0322113037109,105.799697875977,8,5,1,169
2136,67.0,"Eco Green City, 286, Đường Nguyễn Xiển, Xã Tân Triều, Thanh Trì, Hà Nội",1,20,3200000000.0,2.0,2.0,2,20.984243,105.80845,8,5,1,643
2137,120.0,"Dự án The Matrix One, Đường Lê Quang Đạo, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",1,19,,3.0,,,21.00938606262207,105.77387237548828,,,,631
2138,100.0,"Dự án The Nine, Đường Phạm Văn Đồng, Phường Mai Dịch, Cầu Giấy, Hà Nội",1,5,7000000000.0,3.0,2.0,2,21.040441513061523,105.78071594238281,8,6,1,163
2139,98.0,"Dự án C14 - Bộ Công An, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội",1,19,4000000000.0,3.0,2.0,2,20.9908123016357,105.783912658691,7,6,1,637
2140,73.5,"Dự án Legend Tower 109 Nguyễn Tuân, Đường Nguyễn Tuân, Phường Nhân Chính, Thanh Xuân, Hà Nội",1,9,5000000000.0,2.0,2.0,2,21.0046138763428,105.804077148438,7,6,1,343
2141,55.0,"Dự án Sky 89, Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Hồ Chí Minh",79,778,2800000000.0,1.0,1.0,,10.7143297195435,106.741432189941,,,,27484
2142,90.0,"Dự án Thăng Long Number One, Phường Trung Hòa, Cầu Giấy, Hà Nội",1,5,5000000000.0,2.0,2.0,2,21.00269889831543,105.79242706298828,8,5,1,175
2143,55.0,"Dự án River Panorama, Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Hồ Chí Minh",79,778,2600000000.0,2.0,1.0,3,10.7141895294189,106.737777709961,,,4,27484
2144,133.0,"Dự án FLC Complex Phạm Hùng, Đường Phạm Hùng, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",1,19,5000000000.0,3.0,2.0,2,21.028190612793,105.779197692871,3,4,1,626
2145,110.0,"Dự án Mipec Rubik 360, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",1,5,7500000000.0,3.0,2.0,3,21.037153244018555,105.78633880615234,7,6,1,167
2146,97.0,"Dự án The Western Capital, Đường Lý Chiêu Hoàng, Phường 10, Quận 6, Hồ Chí Minh",79,775,3400000000.0,3.0,2.0,3,10.740673065185547,106.63024139404297,3,,4,27385
2147,60.0,"Hồng Hà Tower, 89, Đường Thịnh Liệt, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",1,8,2850000000.0,2.0,2.0,,20.9751148223877,105.855453491211,,,,331
2148,120.0,"Dự án Vinhomes Central Park, Quận Bình Thạnh, Hồ Chí Minh",79,765,9500000000.0,3.0,2.0,2,10.794928550720215,106.72074127197266,1,1,1,
2149,45.0,"Dự án Peninsula Đà Nẵng , Đường Lê Văn Duyệt, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",48,493,2200000000.0,1.0,1.0,3,16.1001110076904,108.228858947754,,,1,20266
2150,54.0,"Dự án Imperia Sola Park, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",1,19,,2.0,2.0,1,21.008852005004883,105.7439193725586,,,1,628
2151,110.0,"Ecolife Capitol, 58, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội",1,19,5500000000.0,3.0,2.0,2,20.994534,105.78939,7,8,1,637
2152,82.0,"The Zei Mỹ Đình, số 1, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",1,19,5400000000.0,2.0,2.0,2,21.034458,105.76965,7,6,1,626
2153,96.0,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",79,767,4800000000.0,2.0,2.0,,10.8039054870605,106.616683959961,,,,27016
2154,78.0,"Dự án Luxury Park Views, Phường Yên Hòa, Cầu Giấy, Hà Nội",1,5,5100000000.0,2.0,2.0,2,21.0261878967285,105.790992736816,8,5,1,172
2155,160.0,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",79,767,7700000000.0,4.0,3.0,1,10.8039054870605,106.616683959961,,6,,27016
2156,51.0,"Dự án Viva Riverside, Đường Võ Văn Kiệt, Phường 3, Quận 6, Hồ Chí Minh",79,775,2150000000.0,2.0,1.0,3,10.742552757263184,106.64744567871094,,,4,27379
2157,53.5,"Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",79,765,3650000000.0,1.0,1.0,2,10.7949285507202,106.720741271973,,,,26956
2158,83.07,"Vũng Tàu Gold Sea, 172, Đường Hoàng Hoa Thám, Phường 2, Vũng Tàu, Bà Rịa Vũng Tàu",77,747,3600000000.0,2.0,2.0,2,10.3422107696533,107.076728820801,7,6,4,26509
2159,104.2,"Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",79,765,7900000000.0,3.0,2.0,2,10.7949285507202,106.720741271973,,,1,26956
2160,59.0,"Dự án Vũng Tàu Melody, Đường Hoàng Hoa Thám, Phường Thắng Tam, Vũng Tàu, Bà Rịa Vũng Tàu.",77,747,2250000000.0,2.0,1.0,2,10.3375110626221,107.085594177246,6,7,1,26508
2161,134.0,"Dự án The Park Home, Đường Thành Thái, Phường Dịch Vọng, Cầu Giấy, Hà Nội",1,5,7700000000.0,3.0,2.0,2,21.0295677185059,105.791877746582,,,1,166
2162,80.8,"Vinhomes Golden River Ba Son, Số 2, Phố Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh",79,760,,2.0,2.0,2,10.7841062545776,106.703651428223,,,,26740
2163,109.0,"Dự án The Zei Mỹ Đình, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",1,19,6900000000.0,3.0,2.0,2,21.0344581604004,105.769653320313,,8,4,626
2164,155.0,"Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",79,765,12000000000.0,4.0,3.0,2,10.794928550720215,106.72074127197266,,,,26956
2165,67.0,"Dự án Moonlight Centre Point, Đường Tên Lửa, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",79,777,4500000000.0,2.0,2.0,3,10.740972518920898,106.61409759521484,,,4,27445
2166,43.0,"Dự án Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",1,19,2350000000.0,2.0,1.0,2,21.0088520050049,105.743919372559,,,1,628
2167,81.0,"Dự án Diamond Sea (Lapen Center), Đường 30/4, Phường 9, Vũng Tàu, Bà Rịa Vũng Tàu",77,747,2900000000.0,2.0,2.0,3,10.369275093078613,107.0833511352539,6,7,1,26530
2168,73.0,"Jamona City, 722, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",79,778,2700000000.0,,,,10.7363452911377,106.739738464355,,,1,27484
2169,72.2,"Dự án South Building, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",1,8,3150000000.0,2.0,2.0,2,20.94832992553711,105.85318756103516,,,1,337
2170,220.0,"Dự án Căn hộ DEFINE, Đường Số 60 - TML, Phường  Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",79,769,,3.0,4.0,,10.778650283813477,106.756591796875,,,1,27112
2171,73.0,"Dự án Vinhomes Sky Park, Đường Ngô Gia Tự, Phường Trần Phú, Bắc Giang, Bắc Giang.",24,213,,2.0,2.0,2,21.276371002197266,106.19244384765625,,,1,7213
2172,117.0,"Dự án OSC Land, Đường Võ Thị Sáu, Phường Thắng Tam, Vũng Tàu, Bà Rịa Vũng Tàu",77,747,2700000000.0,3.0,3.0,2,10.3410530090332,107.089653015137,8,5,1,26508
2173,45.0,"Dự án The Felix Thuận An, Đường Nguyễn Du, Phường Bình Hòa, Thuận An, Bình Dương",74,725,1480000000.0,1.0,1.0,2,10.919034957885742,106.73271942138672,7,6,4,25987
2174,71.0,"Dự án Căn hộ Precia Quận 2, Đường Nguyễn Thị Định, Phường An Phú, Quận 2, Hồ Chí Minh",79,769,4070000000.0000005,2.0,2.0,3,10.7912797927856,106.755027770996,,,1,27091
2175,157.9,"Dự án Mandarin Garden, Đường Hoàng Minh Giám, Phường Trung Hòa, Cầu Giấy, Hà Nội",1,5,,3.0,2.0,1,21.0044841766357,105.798629760742,,,1,175
2176,50.0,"Dự án Sun Symphony Residence, Đường Trần Hưng Đạo, Phường Nại Hiên Đông, Sơn Trà, Đà Nẵng.",48,493,3000000000.0,2.0,1.0,,16.0883827209473,108.228889465332,,,,20266
2177,40.0,"Dự án Sun Symphony Residence, Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",48,493,2000000000.0,1.0,1.0,0,16.0883827209473,108.228889465332,,,,20266
2178,65.0,"Dự án Fusion Suites Da Nang Beach, Đường Hoàng Sa, Phường Mân Thái, Sơn Trà, Đà Nẵng",48,493,,2.0,2.0,2,16.0760307312012,108.244514465332,,,,20269
2179,63.0,"Dự án Fusion Suites Da Nang Beach, Đường Hoàng Sa, Phường Mân Thái, Sơn Trà, Đà Nẵng",48,493,3500000000.0,2.0,1.0,2,16.0760307312012,108.244514465332,,,1,20269
2180,121.0,"Dự án Palm Heights, Đường Song Hành, Phường An Phú, Quận 2, Hồ Chí Minh",79,769,7150000000.0,3.0,2.0,3,10.793773651123047,106.76152801513672,,,,27091
2181,63.0,"Dự án Fusion Suites Da Nang Beach, Đường Hoàng Sa, Phường Mân Thái, Sơn Trà, Đà Nẵng",48,493,3250000000.0,2.0,1.0,,16.076030731201172,108.24451446533203,,,,20269
2182,237.0,"Dự án An Gia Skyline, Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Hồ Chí Minh",79,778,7900000000.0,4.0,3.0,,10.714329719543457,106.7414321899414,3,,1,27484
2183,123.0,"Dự án Sunshine Crystal River, Phường Phú Thượng, Tây Hồ, Hà Nội",1,3,10000000000.0,3.0,2.0,2,21.083890914917,105.808479309082,,,4,91
2184,37.0,"Phố Lò Đúc, Phường Phạm Đình Hổ, Hai Bà Trưng, Hà Nội",1,7,2300000000.0,2.0,,,21.018134,105.855273,,,1,247
2185,105.0,"Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",79,765,9250000000.0,3.0,2.0,2,10.7949285507202,106.720741271973,,,,26956
2186,40.0,"Đường Kim Liên, Phường Kim Liên, Đống Đa, Hà Nội",1,6,2350000000.0,1.0,,,21.0047944,105.8356179,,,1,229
2187,80.0,"Đường Thanh Nhàn, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",1,7,3180000000.0,2.0,,,21.0027755,105.8563287,,,1,271
2188,43.0,"Dự án The Sapphire - Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",1,19,2600000000.0,1.0,1.0,2,21.006216049194336,105.7364730834961,,6,1,628
2189,114.0,"Dự án QMS Top Tower, Đường Tố Hữu, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",1,19,7980000000.0,3.0,3.0,2,20.987064361572266,105.77870178222656,6,6,1,634
2190,63.0,"Dự án Green Bay Garden, Phường Hùng Thắng, Hạ Long, Quảng Ninh",22,193,1480000000.0,2.0,1.0,3,20.9576778411865,107.000801086426,6,6,1,6679
2191,138.0,"Dự án Hà Nội Paragon, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",1,5,7314000000.0,3.0,2.0,3,21.031177520752,105.789398193359,,,1,167
2192,142.5,"Dự án N01-T7 Ngoại Giao Đoàn, Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội",1,21,,4.0,2.0,3,21.063575744628906,105.7953109741211,,,4,611
2193,119.0,"Dự án Capital Elite, Đường Phạm Hùng, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",1,19,,3.0,2.0,3,21.018566131591797,105.78168487548828,,6,1,626
2194,78.0,"Dự án Feliz Homes, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",1,8,4400000000.0,2.0,2.0,,20.9848365783691,105.859855651855,,,,322
2195,48.0,"Dự án Swan Bay, Xã Đại Phước, Nhơn Trạch, Đồng Nai",75,742,1500000000.0,1.0,1.0,1,10.7409811019897,106.833076477051,,,,26476
2196,148.0,"Dự án Riviera Point, Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",79,778,7880000000.0,3.0,2.0,2,10.732268333435059,106.72880554199219,5,8,1,27487
2197,133.0,"Dự án N01-T1 Ngoại Giao Đoàn, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",1,21,,3.0,3.0,3,21.065750122070312,105.79821014404297,,,1,610
2198,138.0,"Dự án Hà Nội Paragon, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",1,5,7314000000.0,3.0,2.0,3,21.031177520751953,105.78939819335938,,6,2,167
2199,56.0,"Dự án Swan Bay, Đường Quốc Lộ 51, Xã Đại Phước, Nhơn Trạch, Đồng Nai",75,742,2000000000.0,1.0,1.0,3,10.740981101989746,106.83307647705078,,,4,26476
2200,54.0,"Dự án Imperia Sola Park, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",1,19,,2.0,2.0,1,21.008852005004883,105.7439193725586,,,1,628
2201,130.0,"Dự án Swan Bay, Đường Quốc Lộ 51, Xã Đại Phước, Nhơn Trạch, Đồng Nai",75,742,4070000000.0000005,3.0,3.0,,10.7409811019897,106.833076477051,,,4,26476
2202,146.0,"Dự án 101 Láng Hạ, Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội",1,6,7600000000.0,4.0,,2,21.0137214660645,105.8134765625,,,1,199
2203,105.0,"Capital Elite, 18, Đường Phạm Hùng, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",1,19,,3.0,,3,21.018566,105.781685,,,,626
2204,63.9,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",1,18,2730000000.0,2.0,2.0,2,21.0024147033691,105.964111328125,7,6,1,571
2205,75.0,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",1,18,3060000000.0,3.0,2.0,2,21.00241470336914,105.964111328125,5,8,1,571
2206,67.5,"SGC Nguyễn Cửu Vân, 46/11, Đường Nguyễn Cửu Vân, Phường 17, Bình Thạnh, Hồ Chí Minh",79,765,3600000000.0,2.0,2.0,,10.797120094299316,106.70642852783203,,,,26950
2207,68.0,"Dự án Masteri Thảo Điền, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh",79,769,,2.0,2.0,2,10.802689552307129,106.74181365966797,,,1,27088
2208,83.0,"Dự án The Opus One - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",79,763,,3.0,2.0,3,10.83700942993164,106.8389892578125,6,7,4,26833
2209,60.0,"Dự án The Beverly Solari - Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh.",79,763,2940000000.0,2.0,2.0,0,10.8396596908569,106.851036071777,6,5,1,26833
2210,126.0,"Dự án Vinhomes Central Park, Điện Biên Phủ, Phường 22, Quận Bình Thạnh, Hồ Chí Minh",79,765,14900000000.0,3.0,2.0,2,10.794929,106.72074,,,1,26956
2211,63.0,"Dự án HH4 Linh Đàm, Đường Linh Đường, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",1,8,2060000000.0,2.0,2.0,2,20.963314056396484,105.82673645019531,,,4,337
2212,67.0,"Dự án Lavita Charm, Đường 1, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",79,762,2850000000.0,2.0,2.0,2,10.8267154693604,106.756912231445,,,,26827
2213,68.0,"Dự án Lavita Charm, Đường 1, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",79,762,2900000000.0,2.0,2.0,,10.8267154693604,106.756912231445,,,,26827
2214,87.0,"The Flemington, 184, Đường Lê Đại Hành, Phường 15, Quận 11, Hồ Chí Minh",79,772,5000000000.0,3.0,2.0,,10.7647915,106.6555,,,,27208
2215,91.0,"Dự án IA20 Ciputra, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",1,21,5000000000.0,3.0,4.0,2,21.091917037963867,105.78500366210938,7,6,1,601
2216,115.0,"Hùng Vương Plaza, 126, Đường Hồng Bàng, Phường 12, Quận 5, Hồ Chí Minh.",79,774,6600000000.0,3.0,2.0,,10.75599,106.66269,,,1,27310
2217,48.8,"Dự án Celesta Rise, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",79,786,3500000000.0,1.0,1.0,,10.704439163208008,106.71278381347656,8,8,4,27646
2218,121.36,"Dự án The Horizon Phú Mỹ Hưng, Đường Trần Văn Trà, Phường Tân Phú, Quận 7, Hồ Chí Minh",79,778,13760000000.0,3.0,2.0,2,10.7212533950806,106.716453552246,7,6,1,27487
